1010,final rsvp list- spouses luncheon 12:00-1:30pm. hello here s final rsvp list; anyone added please know asap. :) little gift bags a candle potpourri chocolate more chocolate less potpourri guys. place cards governor sits head table facing guests. we ll serving a salmon dish. know there s anything questions. i m running out ak fudge co. call cell. thanks erika erika fagerstrom executive residence manager governor s house state ofalaska office governor 716 calhoun avenue juneau alaska 99801 phone: 907-465-3500; fax: 907-465-2031 roston 01787 10/14/2009 released msnbc.com state alaska presented crivella west 
10109,psa todd governor - alaska children s trust film a 30 second psa todd encourage families listen talk play children. filmed (at syntax) between december 3-12 depending schedule. tell interested? sharon leighow deputy press secretary deputy communications director (907) 269-7450 anchorage (907) 465-4031 juneau (907) 240-7943 cell 1 pra_gsp01_0008001 
1011,pr campaign members newspaper ads out coming days. appear newspaper state except adn. ad calls citizens call governor palin demand provide 150 more troopers apfo s. please watch ads call governor s office response. please encourage family friends fellow psea members same. a bad thing ad run governor s office calls - undermine membership efforts heighten awareness issue. thank you. 5 roston 01792 released msnbc.com state alaska presented crivella west rob cox psea president work money. love never hurt. dance one watching. sing one listening . live everyday last movies ? here s a limited -time offer: blockbuster total access <http://us . rd.yahoo . com/evt= 47522/* http://tc.deals . yahoo . com/tc/blockbuster/text4.com > one month cost. 6 roston 01793 released msnbc.com state alaska presented crivella west 
10110, web mail : mr. david chidsey address : p.o. box 2548 palmer ak 99645 message: sarah: know busy probably read idea i brought 8 year old daughter state capital afternoon sat senate gallary everyone . nice us. a picture george carolyn brown s grandaughter. used run cross - country against wife rachel brown . a sub colony middle school teeland palmer junior middle school. enjoy thanksgiving holiday family . thanks david place attach a picture a good one ellie senate president. dchidsey@usm.maine.edu 2 
10111,fyi immediate release: more information: november 19 2007 walt parker 907.333.5189; lois epstein 907.929.9372 statewide poll shows little support juneau road/ferry project alaskans prefer local projects use road contact legislators anchorage ak - a new statewide poll shows alaskans prefer a 79% 11% margin state spend money local transportation repairs maintenance upgrades $374 million juneau road/ferry project. poll shows even higher margin 81% 13% alaskans plan use proposed road/ferry project access legislature juneau. southeast alaska residents alone backed local repairs maintenance upgrades over project a smaller margin 631 26%. poll conducted anne hays research (www.haysresearch.com <http://www.haysresearch.com/> ) taken november 9-12 available 1 pra gsp01_0008004 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com http:// www.aktransportation . org/press - releases / november -19th-2007. juneau road/ferry project a holdover transportation project proposed murkowski administration consists 50 miles new road end a new ferry terminal east side lynn canal 18 ferry miles skagway. travelers take ferries haines skagway. proposed road route along very steep terrain prone avalanches rockfalls landslides a good portion project toughest - expensive per mile - road construction projects country. these poll results demonstrate juneau road/ferry project a priority 8 10 alaskans one state plans drive juneau. governor palin cancel expensive project use money essential transportation repairs maintenance increase permafrost melting increased flooding caused climate change stated walt parker anchorage-based former head state s department highways ( now alaska department transportation) under governor jay hammond. lois epstein director alaska transportation priorities project a non-profit statewide transportation watchdog organization stated legislature needs hold oversight hearings funded juneau road/ferry project moves forward including transportation projects benefit trucking industry relieve congestion en route anchorage. much $244 million currently-unidentified funds project come state federal transportation funding decline resulting alaskan transportation needs being cancelled delayed scaled back fund juneau road/ferry project. using general fund money affect non-transportation priorities such funding education municipal revenue sharing. important state transportation projects inadequate funding juneau road/ferry project proceed include glenn/seward highway highway connection anchorage upgrading parks highway allow year-round truck travel ensuring safety existing roads bridges. 2 pra gsp01 0008005 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com hays research group conducted poll part a survey 400 residents statewide margin error +/- 4.9%. approximately 1 10 poll respondents didn t know refused answer poll questions. lois n. epstein p.e. director alaska transportation priorities project 308 g st. suite 221 anchorage ak 99501 ph: 907 929-9372 fax: 907 929-1562 lois@aktransportation.org www.aktransportation.org sharon leighow deputy press secretary deputy communications director 3 pra_gsp01 0008006 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com (907) 269-7450 anchorage (907) 465 - 4031 juneau (907) 240-7943 cell 4 
10112,preparation roll-out related filing lawsuit against mercer sharon: spoke mike barnhill lead attorney law case against mercer former actuary pers / ters plans. mike tomorrow commissioner kreitzer; local counsel mike lessmeier; start informing legislators leadership state s intent file complaint against mercer. (the last heard complaint ready filed next 10-14 days) believe complaint seek recovery mercer up $1.8 billion damages. here schedule legislative briefings: tuesday november 20 2007 speaker john harris finance co-chair kevin meyer 1 pra_gsp01_0008008 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com wednesday november 21 2007 senate president lyda green possibly senate finance co-chair bert stedman week nov. 26 2007 minority leadership - representative kerttula senator gary wilken representative gara briefed following week. believe mike barnhill going take first try drafting a press release sent out day complaint filed court. please work directly mike issue. want note press release litigation supported arm board . (i believe passed a resolution supporting litigation). randy 2 pra gsp01_0008009 
10113,military_and_veterans affairs web mail from: mr. laddie shaw address: 2029 meander dr ancho 1 
10114,military_and_veteransaffairs web mail from: mr. laddie shaw address: 2029 meander dr anchorage ak 99516 317-2505 message: governor palin want thank ongoing support veterans active military. past veterans day 25 alaskan veterans vietnam war celebrated 25th anniversary vietnam veterans memorial refer the wall. forward a compass piece wrote anchorage daily news (but published) honoring a veteran a mission honor veterans bob moore. undoubtedly know bob understand kids provided occasional baby sitting services one more kids. addition thanks respect honor veterans a job well 1 pra_gsp01_0008011 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com done governor (above beyond call duty)i respectfully request a letter bob moore service sacrifice a veteran efforts behalf veterans . note proposed compass piece one ol soldier made a difference continuing serve mission trail riders. a side note highlight wonderful story folks sundays paper. chuck sally old friends truly marvelous people. thank advance consideration request. bobs address is: bob moore po box 873471 wasilla ak 99687 november 1919 president woodrow wilson issued armistice day proclamation. last paragraph set tone future observances: to america reflections armistice day filled solemn pride heroism those died country s service gratitude victory both thing freed opportunity given america show sympathy peace justice councils nation. armistice day now celebrated veterans day a day remind sacrifice service country a time reflection a time openly honor veterans. veterans day a time pay respect veterans sacrifices protecting freedom cherish america. year added honor pay respects over 9 million men women served during vietnam era celebrating 25th anniversary vietnam veterans memorial more commonly referred the wall. idea alaskan veterans represented anniversary celebration idea one ol soldier present day alaskan cowboy bob moore. bob a highly decorated vietnam veteran served three tours duty vietnam both infantry soldier combat helicopter pilot trail boss alaska trail riders alaska. alaska trail riders organization formed provide therapeutic trail rides disabled veterans children. bob going take a trail ride put recognize anniversary trail ride became a mission a mission healing honor sacrifices fellow veterans . irony bob s endeavor honor fellow veterans a disabled veteran himself. bob developed a fund raising strategy support trail riders efforts bring 25 alaskan veterans anniversary celebration strategy involved riding horse 400 miles alaska. riding memories a mission bob moore rode out wasilla sunrise hope a positive fund raising campaign rounding up a group veterans attend anniversary wall. ride brought together veterans cause turn a committee formed mission place. time ridden wasilla cantwell paxton trail riders nearly $40000 pledges major oil companies native corporations local business service organizations support 25 vets traveling washington dc anniversary parade. alaska airlines a huge supporter designated flight carrying delegation dc november 8th the alaska freedom bird commemorating freedom bird designation homecoming flights vietnam. expect more 50000 veterans family members join alaska delegation historic event. wall touchstone a generation a sacred place vietnam veterans emotional welcome home. over 58000 names etched simple black granite a reminder cost freedom sacrifice a generation. one ol soldier took a cause made a difference. memories haunting 2 pra_gspo1_0008012 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com memories a . mission mission foundation vietnam veterans america never again one generation veterans abandon another. a new generation presently continuing fight liberty freedom american way. please take time welcome home a service member honor a vet. don t generation soldiers forgotten sacrifices. landlshaw @ gci.net 3 pra gsp01_0008013 
10115,luggage governor - taking checked luggage tuesday 11.27. 07 security asking pick up monday 11.26. 07 (evening) checked a head time early flight tuesday. taking a carry fine tuesday morning. thanks janice 8/26/2009 pra_gsp01_0008014 
10116,lg office budget mike karen gave news losing funding another position (the one previously occupied kris showalter [constituent svcs. commission staffing etc.) before jim left promoted jay. position vacant a little over two months haven t found someone it. spoke jay kris given new reality work re-prioritize re doing employ better time management techniques make squeeze work. rate ( losing one real staff person a year) i ll down four staff members end first term zero end second term. simply ask look elsewhere here out. a 22% real staff reduction came office something manage through m looking agencies take similar reductions future before 1 take more fyi 0. [relying a carry forward good a year t hire someone good faith using nonrecurring money.] that s end whine. i m in...but a 22% reduction i m until see similar giving agencies. sean 8/26/2009 pra gsp01 0008015 
10117,troops returning update: morning time troops returning - monday 11.19.07 9: 59 a.m . ft. richardson gym. thanks janice 8/2412009 pra_gsp01-0008016 
10118,lg office budget mike karen gave news losing funding another position (the one previously occupied kris showalter [constituent svcs. commission staffing etc.] before jim left promoted jay. position vacant a little over two months haven t found someone spoke jay kris given new reality work re-prioritize we re doing employ better time management techniques make squeeze work . rate (losing one real staff person a year) i ll down four staff members end first term zero end second term. simply ask look elsewhere here out a 22% real staff reduction came office something manage through i m looking agencies take similar reductions future before take more fy 10. [relying a carry forward good a year t hire someone good faith using nonrecurring money.] that s end whine. i m in...but a 22% reduction i m until see similar giving agencies. sean 8/25/2009 pra gsp01 0008017 
10119,resolution approving litigation commissioner kreitzer: gary bader requested send attached resolution passed board feb. 9 2007 meeting. end meeting during legal report mr. barnhill proposed resolution support $12 million appropriation being requested during legislative session. judy 6/9/2009 pra_gsp01_0008022 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com state alaska alaska retirement management board relating actuary litigation resolution 2007-06 whereas alaska retirement management board ( board ) established law serve fiduciary funds state alaska s retirement systems including public employees retirement system ( pers ) teachers retirement system ( trs ) (collectively systems ); whereas mercer human resource consulting inc. ( mercer ) retained until december 31 2005 department administration benefit department systems well predecessors board including boards pers trs alaska state pension investment board provide competent professional actuarial services advice; whereas behalf systems state alaska department law investigated performance mercer during period retention results such investigations yield strong indicators professional negligence significant damage systems; now therefore resolved alaska retirement management board 1. board concludes prudent expend funds necessary pursue claims including potential litigation against mercer based upon investigation undertaken department law; 2. board urges through resolution appropriations approved amounts recommended department law fund potential litigation such funds necessary appropriated funds systems fair reasonable costs necessary proper prudent administration those funds; 3. board ratifies affirms retention law firm paul weiss rifkind wharton & garrison llp department law outside counsel board systems connection investigation mercer s performance potential litigation arising out investigation; 4. actions contemplated hereby a reasonable effort protect preserve assets systems. pra_gspo1_0008023 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com dated anchorage alaska ci-day february 2007. attest: 1 1/) d acrery pra gsp01 0008024 
1012,pr campaign members newspaper ads out coming days. appear newspaper state except adn. ad calls citizens call governor palin demand provide 150 more troopers apfo s. please watch ads call governor s office response. please encourage family friends fellow psea members same. a bad thing ad run governor s office calls - undermine membership efforts heighten awareness issue. thank you. 5 roston 01798 released msnbc.com state alaska presented crivella west rob cox psea president work money. love never hurt. dance one watching. sing one listening . live everyday last movies ? here s a limited -time offer: blockbuster total access < http ://us.rd .yahoo . com/evt= 47522/* http://tc.deals . yahoo . com/tc/blockbuster/text4.com > one month cost. 6 roston 01799 released msnbc.com state alaska presented crivella west roston 01800 released msnbc.com state alaska presented crivella west 
10120,re: ak right life remarks beautiful kate. love it. i ll beth send re: technical/legal steps supreme ct decision offices doing support families... see drier comments written. thank you! morgan katryn l (gov) <kate.morgan@alaska.gov> wrote: governor here speaking points requested. wanted to time review fully case take a different approach. theme developed privileged personal material redacted here a synopsis remarks: privileged personal material redacted please know mind. happy help alter remarks give further direction. thank you! kate morgan special assistant/communications office lieutenant governor sean parnell (907) 269-7460 begin:vcard version:2.1 n:morgan;kate 11/9/2009 pra gsp01_0008025 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com page 2 2 fn:kate_morgan@gov.state.ak.us org:office lieutenant governor title: communications special assistant tel;work;voice:(907) 269-0328 tel;work;fax:(907) 269-0263 email;pref;internet:kate_morgan@gov .state.ak.us rev:20070108t180708z end:vcard 11/9/2009 pra_gsp01_0008026 
10121,service new lawsuit challenging watri watr iii mike alaska federation natives association regional corporation presidents /ceos asked file a lawsuit against lieutenant governor parnell division elections fbx challenging certification watr watr iii initiatives . filing a motion consolidate action similar council alaska producers v. parnell litigation entered appearance. accept service behalf lieutenant governor parnell division elections new case go through drill serving state ordinary course serve local fbx ag s office someone anc etc.? jamie linxwiler james d. linxwiler guess & rudd p.c. 510 l street suite 700 anchorage ak 99501 907.793.2200 (voice) 907.793.2299 (fax) jinxwiler@guessrudd. com (email) warning: information contained email including attachments ) confidential privileged. intended recipient email read retain copy distribute email. received email error please advise return email call sender 907 .793.2200. thank you. 11/9/2009 pra_gsp01_0008028 
10122,welcome wow! - news http://portal.wowway.net/news/read.php?id=15667522&ps=1018&cat=&cps=0&lang=en <http://portal.wowway.net/news/read.php?id=15667522&ps=1018&cat-&cps=0&lang=en> 2 pra gspo1_0008030 
10123,welcome wow! - news 1 pra gsp01_0008031 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com http://portal.wowway .net/news /read.php?id=15667522&ps=1018&cat =&cps=0&1ang=en 2 pra_gsp01_0008032 
10124,welcome wow! - news http://portal.wowway.net/news/read.php?id=15667522&ps=1018&cat=&cps=o&lang=en pra gsp01_0008033 
10125,csi: alaska cool acronym: core savings investment... sent blackberry device cellular one 1 
10126, web mail from: mr. brett serlin address: 3716 a sanders street juneau ak 99801 message: wanted write a short message governor palin thank work administration accomplished especially towards demanding answers elected officials ethical concerns . seems certain politicians internally justify unethical acts account work doing state alaska country. obviously a great flaw logic sincerely appreciate governor palin calling politicians out ethics investigations doing part reestablish faith honesty openness politicians public choice depend on. thank continued hard work please know many support decisions actions taken continue long attend interests alaskan public. brett serlin age 26 juneau ak brettms@hotmail.com please add e-news 1 pra gspo1_0008035 
10127,thinking out loud sp whitney don t even think taking kate :) loan time. 1 pra gsp01 0008036 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com sp sent blackberry device cellular one 2 pra_gsp01_0008037 
10128,thinking out loud sp whitney don t even think taking kate :) loan time. sp sent blackberry device cellular one 1 
10129,thinking out loud sp whitney don t even think taking kate :) loan time. sp 1 pra gsp01_0008039 
1013,le ear hilarious!!!! especially harris stuff end.... dang stinkin hilarious! ! roston 01801 10/14/2009 released msnbc.com state alaska presented crivella west 
10130,scheduling governor - 1 pra_gsp01_0008040 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com tomorrow wednesday 11.21 giving remarks alaska tip-off luncheon. reserved a seat one guest. please know bringing call ahead know reserve two seats. monday. 11.26.07 reading proclamation giving short remarks flu shot event. dhss asking question answered why getting a flu shot. certain asked. know flu shots. event advertised - kris discussed think wilanarl nr parcnnal ma4arial rarlar4arl spl need know friday 11.23.07 re l ease a e 3.a visory. brother bring 10-15 kids one afternoon anc governor s office meet ask questions @ 4:00 p.m. ihave put calendar tuesday december 4 asking lt. governor available fit schedule too. thank hope family a wonderful thanksgiving holiday janice 2 pra gsp01_0008041 
10131,scheduling governor - tomorrow wednesday 11.21 giving remarks alaska tip-off luncheon. reserved a seat one guest. please know bringing call ahead know reserve two seats. monday. 11.26.07 reading proclamation giving short remarks flu shot event. dhss asking question answered why getting a flu shot. certain asked. know flu shots. event advertised - kris discussed think n a o .i m- +p.;..i ooriartari need know friday 11.23.07 release a media advisory. brother bring 10-15 kids one afternoon anc governor s office meet ask questions @ 4:00 p.m. put calendar tuesday december 4 asking lt. governor available fit schedule too. 1 pra gspo1_0008042 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com thank hope family a wonderful thanksgiving holiday janice 2 pra gsp01 0008043 
10132,telephone calls - drop out students anchorage school district teacher called - steve piper regards asking drop- out students call you. wanted thank doing this. very worthwhile students. received a phone call a first year site administrator bret sterling lower kuskokwim school district. talked three students talk to. set calls up week december 3. told touch base monday december 3 set up between students. one student 18 yrs. old - dropped out - living community. technically a freshman still regards credits. two students verge graduation - lacking attendance effort close finishing year. thanks janice 1 pra gsp01_0008044 
10133,welcome wow! - news http :// portal.wowway.net/news / read . php?id=15667522&ps=1018&cat=&cps=0&lang=en <http:// portal . wowway . net/news / read . php?id=15667522&ps=1018&cat =& cps=0&lang=en> <http://portal .wowway . net/news / read . php?id = 15667522&ps=1018&cat=&cps=o&lang=en <http:// portal . wowway . net/news/read .php?id= 15667522&ps=1018&cat =&cps=o&lang=en> > 3 pra_gsp01_0008047 
10134,welcome wow! - news http://portal.wowway.net/news/read.php?id=15667522&ps=1018&cat=&cps=0&lang=en <http://portal.wowway.net/news/read.php?id=15667522&ps=1018&cat=&cps=0&lang=en> 2 p rags p01 _0008049 
10135,welcome wow! - news http://portal.wowway.net/ news /read.php?id=15667522&ps=1018&cat=&cps=o&lang=en 2 pra_gsp01_0008051 
10136,present paulette hey governor! saw paulette today. gave a wrapped gift you. i ll drop i m town thanksgiving leave w kris don t catch girls. take care ivy sent blackberry device cellular one 1 pra_gsp01_0008052 
10137,scheduling governor - tomorrow wednesday 11.21 giving remarks alaska tip-off luncheon. reserved a seat one guest. please know bringing call ahead know reserve two seats. monday. 11.26.07 reading proclamation giving short remarks flu shot event. dhss asking question answered why getting a flu shot. certain asked. know flu shots. event advertised - kris discussed think privileged personal material redacted ne o know fri ay 117 23. u7 ey wi release a media advisory. brother bring 10-15 kids one afternoon anc governor s office meet ask questions @ 4:00 p.m. put calendar tuesday 2 pra_gspo1_0008054 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com december 4 asking lt . governor available fit schedule too. thank hope family a wonderful thanksgiving holiday janice 3 pra_gspo1_0008055 
10138,present paulette hey governor! saw paulette today. gave a wrapped gift you. i ll drop i m town thanksgiving leave w kris don t catch girls. take care ivy 1 pra gsp01 0008056 
10139,re: scheduling please know taking anyone 1 pra_gsp01_0008057 
1014,psea ads commissioner monegan 1 roston 01802 released msnbc.com state alaska presented crivella west saw email rob cox psea members saying ads eminent. placed newspaper statewide exception adn. ads call gov palin provide 150 more troopers apfo positions. encourage members encourage friends family call governor s office. know gov palin increased dps budget increased trooper positions; legislature reduced eliminated increments. know gov palin remains committed public safety alaska. addition increasing positions introduced various legislation including omnibus crime bill. ivy frye roston 01803 2 released msnbc.com state alaska presented crivella west 
10140,re: scheduling never mind valley clinic- see they re already set anchorage. again give a second decide want shot. read proclamation. sent blackberry device fro 1 pra_gsp01_0008058 
10141,kenai river regs kenai river regs delivered today requested filed immediately. told wouldn t file immediately very soon. indicated below regulation summary a phase-in four-stroke requirement except month july. new 50 hp motors 4-stroke direct fuel injection 2-stroke. need make calls please asap file requested dnr law. starting 1 /1 /08 * []..:.... l... i;....a ^^ ga c ........t:....... .... v......: 1 -.l^ ql:i^l 1 ..l.. .... -.. ...- l...i......... penal lake bridge river mile 80.7 law enforcement. * forbidden operate a motor altered disguised manufacturer s rating. * original manufacturer s hp rating displayed. 1/1/08-1/1/10 * use < 35 hp unless a 4-stroke direct fuel injection 2-stroke. * during july use 4-stroke dfi 2-stroke. display department decal certifies motor compliance. 1/1/10 * use 4-stroke dfi 2-stroke. * display department decal certifies motor compliance. 8/26/2009 pra_gsp01_0008059 searchable analytics www.crivellawest.com posted msnbc.com mother jones pro publica. http://palinemail.msnbc.msn.com page 2 2 operate a motorboat over 21 long 106 wide unless boat grandfathered director. repeals permits property owners between river mile 80.7 cooper creek use motorboats. 8/26/2009 pra gsp01 _0008060 
